Misin01G000100	AT1G09020
Misin17G255300	AT5G13710
Misin17G255400	AT3G03960
Misin17G255500	AT1G27680
Misin17G255600	AT5G05490
Misin17G255700	AT4G27410
Misin17G255800	AT3G47840
Misin17G255900	AT5G66440
Misin17G256000	None
Misin17G256100	None
Misin17G256200	None
Misin17G256300	None
Misin17G256400	AT2G30933
Misin17G256500	None
Misin17G256600	None
Misin17G256700	AT2G42880
Misin17G256800	AT1G17050
Misin17G256900	AT1G10490
Misin17G257000	AT2G34410
Misin17G257100	AT2G32800
Misin17G257200	AT5G66010
Misin17G257300	None
Misin17G257400	AT1G69630
Misin17G257500	None
Misin17G257600	AT4G18170
Misin17G257700	AT1G64110
Misin17G257800	AT2G46150
Misin17G257900	None
Misin17G258000	AT1G01470
Misin17G258100	AT4G01250
Misin17G258200	AT2G18500
Misin17G258300	AT1G15240
Misin17G258400	AT4G38360
Misin17G258500	AT2G32070
Misin17G258600	None
Misin17G258700	AT4G01100
Misin17G258800	AT2G42700
Misin17G258900	AT2G46370
Misin17G259000	AT3G24140
Misin17G259100	None
Misin17G259200	AT2G46380
Misin17G259300	AT5G41800
Misin17G259400	AT2G16430
Misin17G259500	AT3G17480
Misin17G259600	AT5G24120
Misin17G259700	AT4G01030
Misin17G259800	AT4G23820
Misin17G259900	AT5G53140
Misin17G260000	AT5G63020
Misin17G260100	AT4G20130
Misin17G260200	AT1G53300
Misin17G260300	None
Misin17G260400	None
Misin17G260500	AT4G27610
Misin17G260600	AT1G53250
Misin17G260700	AT5G20060
Misin17G260800	AT2G27170
Misin17G260900	AT1G80230
Misin17G261000	AT1G12790
Misin17G261100	AT2G26730
Misin17G261200	AT3G19450
Misin17G261300	AT3G28007
Misin17G261400	AT1G24190
Misin17G261500	AT3G53440
Misin17G261600	AT3G50930
Misin17G261700	None
Misin17G261800	AT3G50930
Misin17G261900	AT1G62930
Misin17G262000	AT3G53920
Misin17G262100	AT1G62720
Misin17G262200	AT3G22470
Misin17G262300	AT1G12620
Misin17G262400	None
Misin17G262500	AT4G04570
Misin17G262600	AT4G21410
Misin17G262700	None
Misin17G262800	AT4G21400
Misin17G262900	AT5G47390
Misin17G263000	AT4G17520
Misin17G263100	AT3G17840
Misin17G263200	AT4G09190
Misin17G263300	AT3G07870
Misin17G263400	AT3G63460
Misin17G263500	AT2G46500
Misin17G263600	None
Misin17G263700	None
Misin17G263800	None
Misin17G263900	None
Misin17G264000	AT3G59110
Misin17G264100	AT2G15690
Misin17G264200	None
Misin17G264300	AT3G17640
Misin17G264400	AT3G13690
Misin17G264500	AT3G24420
Misin17G264600	AT5G06300
Misin17G264700	AT5G15080
Misin17G264800	AT5G62740
Misin17G264900	AT3G10680
Misin17G265000	AT1G49970
Misin17G265100	AT5G15120
Misin17G265200	None
Misin17G265300	AT1G07990
Misin17G265400	AT1G76810
Misin17G265500	None
Misin17G265600	AT1G17550
Misin17G265700	AT1G12840
Misin17G265800	AT3G24870
Misin17G265900	AT3G54280
Misin17G266000	AT3G54280
Misin17G266100	AT3G54280
Misin17G266200	AT2G26140
Misin17G266300	None
Misin17G266400	None
Misin17G266500	AT2G27040
Misin17G266600	AT4G28890
Misin17G266700	AT5G11600
Misin17G266800	AT4G20270
Misin17G266900	AT4G23895
Misin17G267000	AT1G09880
Misin17G267100	AT4G23900
Misin17G267200	AT3G05010
Misin17G267200	AT5G27210
Misin17G267300	AT4G27900
Misin17G267400	AT1G27520
Misin17G267500	None
Misin17G267600	None
Misin17G267700	AT4G23920
Misin17G267800	AT1G01310
Misin17G267900	AT1G65700
Misin17G268000	AT5G52820
Misin17G268100	AT2G26590
Misin17G268200	AT3G02550
Misin17G268300	None
Misin17G268400	None
Misin17G268500	AT1G13245
Misin17G268600	AT1G62320
Misin17G268700	AT5G60900
Misin17G268800	AT3G48200
Misin17G268900	None
Misin17G269000	AT5G42050
Misin17G269100	AT2G38170
Misin17G269200	AT5G11170
Misin17G269300	AT3G21295
Misin17G269400	AT2G25940
Misin17G269500	AT2G25930
Misin17G269600	AT1G72710
Misin17G269700	AT4G33050
Misin17G269800	None
Misin17G269900	None
Misin17G270000	AT3G06910
Misin17G270100	None
Misin18G000100	AT1G75500
Misin18G000200	None
Misin18G000300	None
Misin18G000400	AT5G63060
Misin18G000500	AT1G20020
Misin18G000600	AT3G30340
Misin18G000600	AT4G01440
Misin18G000700	AT1G33120
Misin18G000800	AT4G25680
Misin18G000900	None
Misin18G001000	None
Misin18G001100	AT5G26667
Misin18G001200	None
Misin18G001300	AT3G27430
Misin18G001400	AT2G38740
Misin18G001500	AT2G38740
Misin18G001600	AT3G01610
Misin18G001700	AT4G26090
Misin18G001800	AT3G01610
Misin18G001900	AT2G38740
Misin18G002000	AT2G38740
Misin18G002100	AT3G27430
Misin18G002200	AT5G26667
Misin18G002300	None
Misin18G002400	AT3G47200
Misin18G002500	AT2G32440
Misin18G002600	AT5G16770
Misin18G002700	AT4G17720
Misin18G002800	AT4G26300
Misin18G002900	AT4G33550
Misin18G003000	AT5G18000
Misin18G003100	None
Misin18G003200	AT4G24340
Misin18G003300	None
Misin18G003400	AT4G24340
Misin18G003500	None
Misin18G003600	AT4G24340
Misin18G003700	AT1G11290
Misin18G003800	AT2G34930
Misin18G003900	AT5G46930
Misin18G004000	AT3G30340
Misin18G004100	AT3G30340
Misin18G004100	AT4G01440
Misin18G004200	AT3G61460
Misin18G004300	AT3G05170
Misin18G004400	AT5G41410
Misin18G004500	AT1G62980
Misin18G004600	None
Misin18G004700	None
Misin18G004800	None
Misin18G004900	AT5G62090
Misin18G005000	AT3G63530
Misin18G005100	AT5G08510
Misin18G005200	AT4G10770
Misin18G005300	None
Misin18G005400	None
Misin18G005500	AT4G21480
Misin18G005600	AT5G16420
Misin18G005700	AT4G17670
Misin18G005800	None
Misin18G005900	None
Misin18G006000	AT5G10770
Misin18G006100	AT5G10770
Misin18G006200	AT5G10770
Misin18G006300	None
Misin18G006400	AT5G11260
Misin18G006500	None
Misin18G006600	AT5G48030
Misin18G006700	AT2G20830
Misin18G006800	AT1G32580
Misin18G006900	AT4G19040
Misin18G007000	AT3G05710
Misin18G007100	AT3G13960
Misin18G007200	AT1G67420
Misin18G007200	AT5G20660
Misin18G007300	AT5G45430
Misin18G007400	None
Misin18G007500	AT4G28310
Misin18G007600	None
Misin18G007700	AT5G51100
Misin18G007800	AT1G75140
Misin18G007900	None
Misin18G008000	None
Misin18G008100	AT4G39110
Misin18G008200	AT5G62090
Misin18G008300	None
Misin18G008400	AT3G63530
Misin18G008500	None
Misin18G008600	AT5G08510
Misin18G008700	AT4G10770
Misin18G008800	None
Misin18G008900	AT3G07040
Misin18G009000	None
Misin18G009100	AT1G49620
Misin18G009200	AT2G15695
Misin18G009300	None
Misin18G009400	None
Misin18G009500	AT3G14470
Misin18G009600	None
Misin18G009700	AT5G07220
Misin18G009800	None
Misin18G009900	None
Misin18G010000	AT1G01820
Misin18G010100	AT4G25470
Misin18G010200	None
Misin18G010300	AT3G15351
Misin18G010400	AT1G01920
Misin18G010500	AT1G01920
Misin18G010600	AT1G14990
Misin18G010700	None
Misin18G010800	None
Misin18G010900	AT1G12580
Misin18G011000	AT5G55830
Misin18G011100	AT1G13570
Misin18G011200	AT1G63100
Misin18G011300	AT5G20400
Misin18G011400	AT1G58602
Misin18G011500	AT5G20400
Misin18G011600	AT5G01460
Misin18G011700	AT3G56990
Misin18G011800	AT1G07830
Misin18G011900	AT5G07270
Misin18G012000	AT3G21430
Misin18G012100	None
Misin18G012200	AT5G55290
Misin18G012300	AT5G52180
Misin18G012400	None
Misin18G012500	AT1G64590
Misin18G012600	AT3G05675
Misin18G012700	AT4G27750
Misin18G012800	AT1G60770
Misin18G012900	AT4G22990
Misin18G013000	AT3G61800
Misin18G013100	AT4G11810
Misin18G013200	None
Misin18G013300	AT4G11980
Misin18G013400	AT2G45520
Misin18G013500	AT2G45510
Misin18G013600	AT2G45510
Misin18G013700	AT1G60710
Misin18G013800	AT1G60710
Misin18G013900	AT2G45510
Misin18G014000	None
Misin18G014100	None
Misin18G014200	AT5G15870
Misin18G014300	None
Misin18G014400	AT2G14610
Misin18G014500	AT2G45500
Misin18G014600	AT2G45500
Misin18G014700	AT3G25800
Misin18G014800	AT5G62230
Misin18G014900	AT4G11990
Misin18G015000	AT5G51690
Misin18G015100	AT4G19090
Misin18G015200	None
Misin18G015300	AT1G01940
Misin18G015400	AT5G42520
Misin18G015500	None
Misin18G015600	AT3G28730
Misin18G015700	AT2G18050
Misin18G015800	None
Misin18G015900	AT5G10980
Misin18G016000	None
Misin18G016100	AT4G29860
Misin18G016200	None
Misin18G016300	AT1G30470
Misin18G016400	AT2G17760
Misin18G016500	AT4G34710
Misin18G016600	AT4G17760
Misin18G016700	None
Misin18G016800	None
Misin18G016900	None
Misin18G017000	None
Misin18G017100	AT4G24140
Misin18G017200	AT4G25080
Misin18G017300	AT1G26670
Misin18G017400	AT4G39470
Misin18G017500	AT3G26360
Misin18G017600	AT3G25750
Misin18G017700	AT3G14470
Misin18G017800	AT3G14460
Misin18G017900	AT3G14460
Misin18G018000	AT5G63870
Misin18G018100	AT3G14470
Misin18G018200	AT2G44350
Misin18G018300	None
Misin18G018400	AT3G14470
Misin18G018500	AT2G36570
Misin18G018600	AT3G02890
Misin18G018700	AT1G55490
Misin18G018800	None
Misin18G018900	AT2G16790
Misin18G019000	AT5G17210
Misin18G019100	AT3G14470
Misin18G019200	None
Misin18G019300	None
Misin18G019400	AT3G14470
Misin18G019500	AT4G03500
Misin18G019600	AT1G31930
Misin18G019700	AT3G14460
Misin18G019800	AT2G26160
Misin18G019900	None
Misin18G020000	AT1G31930
Misin18G020100	None
Misin18G020200	None
Misin18G020300	None
Misin18G020400	None
Misin18G020500	None
Misin18G020600	None
Misin18G020700	None
Misin18G020800	None
Misin18G020900	AT3G14470
Misin18G021000	None
Misin18G021100	AT3G14470
Misin18G021200	AT3G14470
Misin18G021300	AT1G77250
Misin18G021400	None
Misin18G021500	None
Misin18G021600	None
Misin18G021700	None
Misin18G021800	None
Misin18G021900	AT3G14460
Misin18G022000	None
Misin18G022100	AT3G58480
Misin18G022200	None
Misin18G022300	AT1G80770
Misin18G022400	AT5G20250
Misin18G022500	None
Misin18G022600	AT3G03050
Misin18G022700	AT1G26180
Misin18G022800	AT1G32210
Misin18G022900	AT1G18370
Misin18G023000	None
Misin18G023100	AT5G35930
Misin18G023200	AT3G02360
Misin18G023300	AT1G31930
Misin18G023400	AT5G27270
Misin18G023500	AT3G14470
Misin18G023600	AT3G14470
Misin18G023700	AT1G31930
Misin18G023800	AT1G49540
Misin18G023900	None
Misin18G024000	None
Misin18G024100	AT5G51550
Misin18G024200	None
Misin18G024300	AT2G45290
Misin18G024400	AT2G45300
Misin18G024500	AT3G47370
Misin18G024600	AT2G45330
Misin18G024700	AT5G51560
Misin18G024800	AT4G12130
Misin18G024900	None
Misin18G025000	AT3G11400
Misin18G025100	AT4G22740
Misin18G025200	None
Misin18G025300	None
Misin18G025400	AT1G12360
Misin18G025500	AT5G51570
Misin18G025600	AT5G08020
Misin18G025700	None
Misin18G025800	None
Misin18G025900	None
Misin18G026000	None
Misin18G026100	AT1G31870
Misin18G026200	AT2G27830
Misin18G026300	None
Misin18G026400	AT1G12390
Misin18G026500	AT2G36530
Misin18G026600	None
Misin18G026700	None
Misin18G026800	AT1G12410
Misin18G026900	None
Misin18G027000	AT4G22810
Misin18G027100	AT1G01950
Misin18G027200	None
Misin18G027300	AT5G45600
Misin18G027400	AT1G75580
Misin18G027500	AT4G01560
Misin18G027600	AT4G34730
Misin18G027700	AT3G51160
Misin18G027800	AT2G34900
Misin18G027900	AT3G46710
Misin18G028000	AT3G46530
Misin18G028100	AT2G18030
Misin18G028200	AT4G05200
Misin18G028300	None
Misin18G028400	AT2G35030
Misin18G028500	AT5G27850
Misin18G028600	None
Misin18G028700	None
Misin18G028800	None
Misin18G028900	AT2G17970
Misin18G029000	AT5G22250
Misin18G029100	AT3G51550
Misin18G029200	AT3G27230
Misin18G029300	AT5G47090
Misin18G029400	AT3G12500
Misin18G029500	AT1G61590
Misin18G029600	None
Misin18G029700	AT5G60440
Misin18G029800	AT4G25150
Misin18G029900	AT4G31300
Misin18G030000	AT1G02100
Misin18G030100	AT2G38970
Misin18G030200	AT5G60230
Misin18G030300	AT4G38260
Misin18G030400	AT2G34930
Misin18G030500	None
Misin18G030600	None
Misin18G030700	AT5G06710
Misin18G030800	AT4G17460
Misin18G030900	AT4G25160
Misin18G031000	AT5G61520
Misin18G031100	AT5G20070
Misin18G031200	AT5G10960
Misin18G031300	AT3G15680
Misin18G031400	None
Misin18G031500	AT3G18170
Misin18G031600	None
Misin18G031700	AT5G25940
Misin18G031800	None
Misin18G031900	AT1G75500
Misin18G031900	AT3G18200
Misin18G032000	AT5G25940
Misin18G032100	AT5G25940
Misin18G032200	AT5G25940
Misin18G032300	AT5G25940
Misin18G032400	AT4G38660
Misin18G032500	None
Misin18G032600	AT5G08320
Misin18G032700	AT1G77010
Misin18G032800	None
Misin18G032900	AT3G19590
Misin18G033000	None
Misin18G033100	None
Misin18G033200	AT3G19590
Misin18G033300	None
Misin18G033400	AT1G21240
Misin18G033500	AT1G21230
Misin18G033500	AT1G21270
Misin18G033600	AT5G20050
Misin18G033700	AT1G80230
Misin18G033800	AT1G04870
Misin18G033900	None
Misin18G034000	AT4G15560
Misin18G034100	AT5G23310
Misin18G034200	None
Misin18G034300	AT1G80440
Misin18G034400	AT1G08510
Misin18G034500	AT5G37370
Misin18G034600	AT3G15990
Misin18G034700	AT1G80420
Misin18G034800	None
Misin18G034900	AT1G52360
Misin18G035000	AT5G25940
Misin18G035100	AT5G25940
Misin18G035200	AT5G25940
Misin18G035300	None
Misin18G035400	AT5G39900
Misin18G035500	AT2G18220
Misin18G035600	AT5G15110
Misin18G035700	AT3G06190
Misin18G035800	AT2G04520
Misin18G035900	AT1G26800
Misin18G036000	AT5G41040
Misin18G036100	AT3G29680
Misin18G036200	None
Misin18G036300	None
Misin18G036400	AT3G54320
Misin18G036500	AT1G14410
Misin18G036600	None
Misin18G036700	AT5G15130
Misin18G036800	AT5G27560
Misin18G036900	None
Misin18G037000	AT1G10500
Misin18G037100	AT1G01420
Misin18G037200	None
Misin18G037300	None
Misin18G037400	AT3G16450
Misin18G037500	None
Misin18G037600	None
Misin18G037700	None
Misin18G037800	AT2G31770
Misin18G037900	AT2G31510
Misin18G038000	None
Misin18G038100	AT4G35920
Misin18G038200	AT2G28120
Misin18G038300	AT4G04570
Misin18G038400	AT4G35920
Misin18G038500	AT1G11300
Misin18G038600	None
Misin18G038700	None
Misin18G038800	None
Misin18G038900	None
Misin18G039000	AT5G01670
Misin18G039100	None
Misin18G039200	AT1G55740
Misin18G039300	None
Misin18G039400	None
Misin18G039500	None
Misin18G039600	None
Misin18G039700	None
Misin18G039800	None
Misin18G039900	None
Misin18G040000	None
Misin18G040100	None
Misin18G040200	AT5G64060
Misin18G040300	AT1G03050
Misin18G040400	None
Misin18G040500	None
Misin18G040600	None
Misin18G040700	AT1G58110
Misin18G040800	AT5G04370
Misin18G040900	AT4G29810
Misin18G041000	AT1G76940
Misin18G041100	None
Misin18G041200	None
Misin18G041300	AT3G16370
Misin18G041400	AT3G13850
Misin18G041500	None
Misin18G041600	AT1G19100
Misin18G041700	AT2G04810
Misin18G041800	AT2G26160
Misin18G041900	None
Misin18G042000	AT2G31270
Misin18G042100	None
Misin18G042200	None
Misin18G042300	AT1G53570
Misin18G042400	None
Misin18G042500	None
Misin18G042600	AT3G16370
Misin18G042700	AT3G60310
Misin18G042800	AT2G19480
Misin18G042900	AT3G16200
Misin18G043000	AT1G48200
Misin18G043100	AT3G59760
Misin18G043200	AT3G59760
Misin18G043300	AT5G07900
Misin18G043400	None
Misin18G043500	AT3G59760
Misin18G043600	None
Misin18G043700	AT5G05800
Misin18G043800	AT3G59760
Misin18G043900	None
Misin18G044000	AT2G35680
Misin18G044100	AT5G56600
Misin18G044200	AT1G78600
Misin18G044300	AT2G30920
Misin18G044400	AT5G66400
Misin18G044500	AT3G44610
Misin18G044600	AT5G56630
Misin18G044700	None
Misin18G044800	AT3G59760
Misin18G044900	AT1G21150
Misin18G045000	AT5G50340
Misin18G045100	AT5G02280
Misin18G045200	AT3G13700
Misin18G045300	None
Misin18G045400	AT3G52590
Misin18G045500	AT1G68990
Misin18G045600	None
Misin18G045700	None
Misin18G045800	None
Misin18G045900	AT1G31490
Misin18G046000	AT4G29520
Misin18G046100	AT4G32960
Misin18G046200	AT2G03630
Misin18G046300	AT1G29120
Misin18G046400	AT2G43790
Misin18G046500	AT5G45910
Misin18G046600	AT5G45920
Misin18G046700	None
Misin18G046800	AT2G33470
Misin18G046900	None
Misin18G047000	AT1G73170
Misin18G047100	AT1G28680
Misin18G047200	AT2G33990
Misin18G047300	AT4G40070
Misin18G047400	AT5G50380
Misin18G047500	None
Misin18G047600	AT1G53290
Misin18G047700	AT5G45910
Misin18G047800	AT1G65480
Misin18G047900	AT3G48890
Misin18G048000	AT5G20000
Misin18G048100	AT5G67490
Misin18G048200	AT5G67490
Misin18G048300	AT4G23850
Misin18G048400	None
Misin18G048500	AT1G30480
Misin18G048600	None
Misin18G048700	AT4G23810
Misin18G048800	AT1G08030
Misin18G048900	AT1G08030
Misin18G049000	AT3G06190
Misin18G049100	AT3G60750
Misin18G049200	AT4G01140
Misin18G049300	AT1G64185
Misin18G049400	AT2G46230
Misin18G049500	AT2G39760
Misin18G049600	AT1G21970
Misin18G049700	None
Misin18G049800	None
Misin18G049900	AT5G58030
Misin18G050000	None
Misin18G050100	AT5G10400
Misin18G050200	AT4G01130
Misin18G050300	AT5G53330
Misin18G050400	AT4G27950
Misin18G050500	AT3G02645
Misin18G050600	None
Misin18G050700	AT3G48670
Misin18G050800	AT1G70330
Misin18G050900	None
Misin18G051000	None
Misin18G051100	AT2G32980
Misin18G051200	AT4G12110
Misin18G051300	AT1G56130
Misin18G051400	AT2G30880
Misin18G051500	AT1G56130
Misin18G051600	AT4G00560
Misin18G051700	AT5G24300
Misin18G051800	AT1G27100
Misin18G051900	None
Misin18G052000	AT1G27100
Misin18G052100	AT5G56400
Misin18G052200	AT1G27100
Misin18G052300	AT5G56400
Misin18G052400	None
Misin18G052500	AT1G69900
Misin18G052600	None
Misin18G052700	AT2G16290
Misin18G052800	AT5G46030
Misin18G052900	None
Misin18G053000	AT3G01311
Misin18G053100	AT5G46030
Misin18G053200	None
Misin18G053300	AT5G55150
Misin18G053400	None
Misin18G053500	AT4G28830
Misin18G053600	AT4G28830
Misin18G053700	None
Misin18G053800	AT4G16330
Misin18G053900	None
Misin18G054000	AT5G41580
Misin18G054100	AT3G61540
Misin18G054200	AT5G19660
Misin18G054300	AT3G16110
Misin18G054400	AT1G70940
Misin18G054500	None
Misin18G054600	AT1G45688
Misin18G054700	None
Misin18G054800	AT5G25770
Misin18G054900	AT2G45910
Misin18G055000	None
Misin18G055100	AT3G02310
Misin18G055200	AT3G02310
Misin18G055300	AT2G45910
Misin18G055400	None
Misin18G055500	AT5G25770
Misin18G055600	None
Misin18G055700	None
Misin18G055800	AT4G34050
Misin18G055900	AT5G67140
Misin18G056000	AT2G23380
Misin18G056100	None
Misin18G056200	AT5G52010
Misin18G056300	AT2G23340
Misin18G056400	None
Misin18G056500	AT1G80070
Misin18G056600	AT3G01311
Misin18G056700	AT1G52540
Misin18G056800	None
Misin18G056900	AT2G33310
Misin18G056900	AT4G29080
Misin18G057000	AT1G64040
Misin18G057100	None
Misin18G057200	AT4G36930
Misin18G057300	None
Misin18G057400	AT4G22060
Misin18G057500	AT5G24080
Misin18G057600	None
Misin18G057700	AT5G24080
Misin18G057800	None
Misin18G057900	AT5G01720
Misin18G058000	None
Misin18G058100	AT1G09840
Misin18G058200	AT1G03860
Misin18G058300	None
Misin18G058400	AT2G38760
Misin18G058500	None
Misin18G058600	AT5G10530
Misin18G058700	None
Misin18G058800	AT3G21970
Misin18G058900	None
Misin18G059000	None
Misin18G059100	AT5G10530
Misin18G059200	None
Misin18G059300	AT5G10530
Misin18G059400	None
Misin18G059500	None
Misin18G059600	AT5G58010
Misin18G059700	AT3G14280
Misin18G059800	AT2G26440
Misin18G059900	None
Misin18G060000	None
Misin18G060100	None
Misin18G060200	AT1G17280
Misin18G060300	AT4G33140
Misin18G060400	None
Misin18G060500	None
Misin18G060600	AT1G53910
Misin18G060700	None
Misin18G060800	AT1G72680
Misin18G060900	AT1G72680
Misin18G061000	AT1G72680
Misin18G061100	AT3G43190
Misin18G061200	None
Misin18G061300	AT3G43220
Misin18G061400	None
Misin18G061500	AT5G20810
Misin18G061600	AT3G14200
Misin18G061700	AT5G06120
Misin18G061800	AT3G26060
Misin18G061900	AT1G19220
Misin18G062000	AT5G46290
Misin18G062100	AT1G72410
Misin18G062200	None
Misin18G062300	AT4G21090
Misin18G062400	None
Misin18G062500	AT3G18110
Misin18G062600	AT3G18110
Misin18G062700	None
Misin18G062800	AT3G42880
Misin18G062900	AT4G16444
Misin18G063000	AT1G19130
Misin18G063100	AT5G20720
Misin18G063200	AT2G26280
Misin18G063300	AT5G20670
Misin18G063400	None
Misin18G063500	AT3G18030
Misin18G063600	AT1G48270
Misin18G063700	None
Misin18G063800	AT1G12790
Misin18G063900	None
Misin18G064000	None
Misin18G064100	None
Misin18G064200	None
Misin18G064300	None
Misin18G064400	None
Misin18G064500	AT1G12790
Misin18G064600	AT2G42840
Misin18G064700	AT1G53750
Misin18G064800	AT1G26370
Misin18G064900	AT5G57500
Misin18G065000	AT1G64570
Misin18G065100	AT1G74270
Misin18G065200	None
Misin18G065300	AT5G23960
Misin18G065400	AT5G23960
Misin18G065500	None
Misin18G065600	AT1G68380
Misin18G065700	AT5G17050
Misin18G065800	AT2G24370
Misin18G065900	AT1G67580
Misin18G066000	None
Misin18G066100	AT2G46950
Misin18G066200	AT3G44220
Misin18G066300	AT2G46950
Misin18G066400	AT2G03760
Misin18G066500	AT2G46950
Misin18G066600	None
Misin18G066700	AT1G51660
Misin18G066800	AT1G55915
Misin18G066900	AT3G16780
Misin18G067000	None
Misin18G067100	None
Misin18G067200	AT2G46950
Misin18G067300	AT1G67580
Misin18G067400	AT1G67580
Misin18G067500	AT5G11210
Misin18G067600	AT5G11210
Misin18G067700	AT4G01290
Misin18G067800	AT5G11210
Misin18G067900	AT2G29120
Misin18G068000	AT4G31600
Misin18G068100	AT1G10390
Misin18G068200	None
Misin18G068300	AT5G27100
Misin18G068400	AT2G29100
Misin18G068500	AT4G30360
Misin18G068600	AT4G31580
Misin18G068700	AT2G01890
Misin18G068800	AT2G03200
Misin18G068900	AT5G40250
Misin18G069000	AT3G07160
Misin18G069100	AT1G17020
Misin18G069200	None
Misin18G069300	AT4G30440
Misin18G069400	AT1G30550
Misin18G069500	AT4G14700
Misin18G069600	None
Misin18G069700	AT5G11260
Misin18G069800	AT5G25050
Misin18G069900	AT2G24100
Misin18G070000	AT5G48520
Misin18G070100	AT2G24130
Misin18G070200	AT2G24130
Misin18G070300	AT2G25080
Misin18G070400	AT4G30700
Misin18G070500	AT2G03380
Misin18G070600	AT5G48930
Misin18G070700	None
Misin18G070800	AT5G48930
Misin18G070900	AT3G25210
Misin18G071000	AT2G24040
Misin18G071100	AT2G07680
Misin18G071200	AT4G31820
Misin18G071300	AT1G15950
Misin18G071400	AT2G25050
Misin18G071500	AT5G57990
Misin18G071600	AT4G31805
Misin18G071700	AT5G16950
Misin18G071800	AT2G24260
Misin18G071900	AT2G25170
Misin18G072000	AT4G30993
Misin18G072100	AT5G39420
Misin18G072200	AT5G50380
Misin18G072300	AT2G47430
Misin18G072400	AT2G25180
Misin18G072500	None
Misin18G072600	AT1G19270
Misin18G072700	AT5G58200
Misin18G072800	AT1G04950
Misin18G072900	AT2G13680
Misin18G073000	AT2G13680
Misin18G073100	AT2G25190
Misin18G073200	AT2G04220
